total_trans_amt,total_trans_ct,total_amt_chng_q4_q1,total_revolving_bal,total_ct_chng_q4_q1,months_inactive_12_mon,contacts_count_12_mon,total_relationship_count,credit_limit,avg_utilization_ratio
3862,80,0.67,952,0.818,3,3,1,1930.0,0.493
3291,65,0.655,672,0.757,1,3,3,3521.0,0.191
3798,56,0.582,0,1.24,3,3,3,4694.0,0.0
1451,25,0.485,691,0.667,2,4,3,10305.0,0.067
4509,93,0.891,2415,0.661,3,0,5,3398.0,0.711
14593,109,0.786,980,0.627,2,1,2,5118.0,0.191
1884,33,0.483,0,0.435,2,3,4,15186.0,0.0
3863,69,0.569,1316,0.643,1,1,1,34516.0,0.038
1994,41,0.816,2517,0.64,3,2,5,2800.0,0.899
3488,80,0.692,738,0.778,1,2,4,11600.0,0.064
6408,70,0.708,1309,0.944,2,3,6,14563.0,0.09
2293,47,0.811,1823,0.567,2,3,4,6623.0,0.275
13647,93,0.677,1890,0.576,3,2,2,23731.0,0.08
4779,83,0.627,1884,0.93,3,3,4,2658.0,0.709
973,25,1.019,1518,0.923,1,1,1,1981.0,0.766
1316,28,0.944,1251,1.154,3,3,5,5926.0,0.211
4450,73,1.016,0,0.698,1,1,5,2406.0,0.0
2214,56,0.825,2160,0.6,3,2,3,2791.0,0.774
4155,85,0.457,0,0.667,4,2,1,1685.0,0.0
4389,84,0.507,1399,0.68,2,2,3,12944.0,0.108
3228,67,1.007,1887,0.763,2,2,5,3251.0,0.58
4983,79,1.036,1610,0.795,1,3,4,2454.0,0.656
14719,116,0.681,1636,0.681,2,2,3,10488.0,0.156
5638,86,0.784,1608,0.654,2,3,4,7381.0,0.218
4599,89,0.753,1118,0.648,3,0,4,5597.0,0.2
1406,37,0.784,1671,0.423,2,4,5,2683.0,0.623
8603,84,0.732,0,0.615,2,1,4,34516.0,0.0
2170,51,1.111,1894,0.962,1,4,3,5741.0,0.33
4878,92,0.724,1523,0.804,6,3,1,2917.0,0.522
3703,61,0.976,1641,1.179,2,3,4,2888.0,0.568
3480,64,0.627,1847,0.6,3,4,3,2585.0,0.715
3422,78,0.934,1323,0.529,1,5,6,34516.0,0.038
2192,35,0.752,599,0.458,2,3,6,1451.0,0.413
3170,70,1.005,0,0.842,3,4,6,12873.0,0.0
12871,104,0.738,975,0.552,3,1,1,34516.0,0.028
4589,69,0.895,2473,1.029,2,1,4,3361.0,0.736
4555,76,0.879,1251,0.727,5,3,5,2903.0,0.431
3470,69,0.656,0,0.917,1,2,2,6394.0,0.0
2281,41,0.702,0,0.367,3,3,5,2509.0,0.0
2011,42,0.461,894,0.273,2,3,1,5821.0,0.154
1246,27,0.0,0,0.0,3,4,5,20974.0,0.0
1806,38,0.957,1861,0.727,2,3,3,4522.0,0.412
4674,67,0.969,2090,0.718,1,1,6,3743.0,0.558
4446,68,0.722,0,0.744,3,2,4,2882.0,0.0
16359,111,0.906,2451,0.657,3,1,2,10301.0,0.238
4037,69,0.95,1430,1.029,2,3,3,6968.0,0.205
4671,69,0.855,1525,0.816,3,2,5,1965.0,0.776
8296,91,0.861,2512,0.685,3,2,2,2984.0,0.842
1636,58,0.636,1655,0.706,3,0,4,3380.0,0.49
4283,67,0.719,568,0.861,3,2,5,13734.0,0.041
2465,54,0.621,0,1.077,0,3,4,2912.0,0.0
4441,87,0.46,0,0.673,1,1,2,8924.0,0.0
7974,90,0.706,1802,0.731,3,1,1,10877.0,0.166
1476,30,0.809,1332,0.579,2,4,5,6803.0,0.196
1695,48,0.633,2227,0.548,1,1,6,2592.0,0.859
1370,25,0.712,2303,0.786,3,3,4,6905.0,0.334
1847,59,0.709,960,0.405,1,2,4,6175.0,0.155
4066,74,1.16,0,0.682,2,4,6,12165.0,0.0
569,23,0.365,1408,0.643,1,3,3,7758.0,0.181
4702,79,0.679,1998,0.927,1,2,6,2548.0,0.784
17093,111,0.813,0,0.82,3,5,4,4165.0,0.0
1921,26,0.715,1527,0.444,2,3,5,2655.0,0.575
4232,80,0.711,1824,0.633,2,4,6,2611.0,0.699
2516,64,0.69,2517,0.641,3,2,5,5791.0,0.435
4643,80,0.595,1426,0.702,3,3,1,5400.0,0.264
1439,39,0.891,1257,1.053,2,3,6,2641.0,0.476
781,15,0.987,1930,0.364,3,3,3,2340.0,0.825
4431,68,0.699,1952,0.581,2,1,2,10021.0,0.195
8281,80,0.828,837,0.739,4,2,1,7469.0,0.112
4538,63,0.925,1027,0.658,6,0,5,10747.0,0.096
2443,70,0.973,1798,0.556,3,2,6,25790.0,0.07
4336,66,0.506,0,0.61,3,2,5,28600.0,0.0
4349,75,0.771,1742,0.705,1,2,5,7627.0,0.228
948,24,0.491,747,0.714,3,2,3,1438.3,0.519
4869,78,0.664,1035,0.857,3,3,3,2796.0,0.37
1651,42,0.461,0,0.5,3,2,2,1438.3,0.0
4095,67,0.981,1790,0.914,3,0,4,10698.0,0.167
4178,66,0.41,0,0.467,2,2,3,14521.0,0.0
15867,103,1.149,813,1.06,1,2,1,3918.0,0.208
15851,128,0.767,1315,0.855,1,2,3,4155.0,0.316
1225,34,0.848,0,0.478,4,3,2,6235.0,0.0
4609,87,0.709,2268,0.74,3,3,5,3747.0,0.605
1555,37,0.588,684,0.48,3,2,3,5155.0,0.133
2473,49,0.786,0,0.75,3,4,1,1661.0,0.0
4792,87,0.724,2517,0.74,3,2,4,3734.0,0.674
4252,78,0.8,1306,0.814,4,2,3,3524.0,0.371
1257,34,0.637,2292,0.545,3,3,6,3673.0,0.624
4726,78,0.763,0,0.814,2,1,5,3537.0,0.0
947,20,0.506,0,0.053,2,4,3,1438.3,0.0
1730,36,1.256,1912,0.565,2,1,4,2420.0,0.79
2484,52,0.833,1548,0.857,3,3,6,18531.0,0.084
1409,34,0.616,1980,0.619,2,3,3,12208.0,0.162
1524,42,0.682,1022,0.615,3,3,4,18713.0,0.055
1711,30,0.411,0,0.25,2,3,3,13626.0,0.0
1245,25,0.572,1785,0.786,3,2,5,19727.0,0.09
4823,77,0.713,2238,0.833,1,1,3,2812.0,0.796
3584,61,0.617,1956,0.743,1,2,4,4100.0,0.477
4748,85,0.858,981,0.735,2,1,5,7116.0,0.138
4122,70,0.466,999,0.707,2,2,5,18379.0,0.054
4869,90,0.818,1338,0.8,1,1,3,2800.0,0.478
5089,80,0.635,1408,0.455,3,3,2,2178.0,0.646
2060,39,0.544,0,0.625,2,4,3,18229.0,0.0
4415,77,0.913,746,0.878,2,3,3,1438.3,0.519
3993,77,0.651,1291,0.674,2,1,3,15471.0,0.083
2469,67,0.565,0,0.811,1,3,5,2780.0,0.0
1652,37,0.871,1664,0.609,2,2,6,4559.0,0.365
2977,46,0.894,0,0.394,3,2,2,7551.0,0.0
1257,36,0.731,0,0.44,6,1,6,8851.0,0.0
3877,75,0.56,918,0.744,3,4,3,7093.0,0.129
2691,42,0.618,2517,0.5,3,2,3,34516.0,0.073
3481,78,0.568,1081,0.625,4,1,4,5219.0,0.207
1367,33,0.51,1926,0.737,1,4,4,11876.0,0.162
12779,103,0.767,1333,0.689,3,1,2,14131.0,0.094
3357,62,1.063,1501,0.771,1,4,4,25027.0,0.06
1259,33,0.562,1264,0.5,2,2,6,2940.0,0.43
7508,93,0.683,1693,0.576,2,3,1,7653.0,0.221
1757,45,0.717,1113,0.607,3,0,3,4048.0,0.275
1904,40,0.843,1010,1.0,3,2,3,10215.0,0.099
4535,75,0.879,1218,0.562,3,4,5,4419.0,0.276
4135,76,0.729,1482,0.767,3,2,6,5826.0,0.254
1058,24,1.3,0,2.429,3,2,4,32643.0,0.0
1758,40,0.826,1046,0.739,6,2,6,8603.0,0.122
5176,91,0.691,0,0.784,3,3,5,1893.0,0.0
8689,93,0.839,696,0.898,1,3,1,7196.0,0.097
3165,65,0.825,651,0.585,1,4,5,2201.0,0.296
3145,63,0.475,1587,0.75,2,4,4,33122.0,0.048
4656,62,0.774,1911,0.879,4,2,3,2756.0,0.693
2155,48,0.826,1138,0.714,2,3,4,2334.0,0.488
2144,44,1.046,0,0.63,2,2,5,5756.0,0.0
7564,76,0.751,1731,0.81,2,1,2,32292.0,0.054
3216,77,0.942,1944,0.674,2,2,4,2243.0,0.867
920,18,0.685,0,0.5,1,3,6,7222.0,0.0
1793,44,0.646,0,0.833,2,4,5,34516.0,0.0
4287,80,0.801,0,0.667,1,3,4,1438.3,0.0
1559,44,0.434,0,0.467,3,5,3,8242.0,0.0
3784,74,0.907,1539,0.609,3,1,3,5106.0,0.301
6984,85,0.767,2517,0.545,2,2,2,5550.0,0.454
3755,77,0.81,1902,0.833,5,3,6,8340.0,0.228
2383,42,0.792,0,0.448,0,4,5,10057.0,0.0
3912,76,0.921,1886,0.949,1,3,6,9854.0,0.191
1642,36,0.727,1580,0.636,1,3,5,2685.0,0.588
2671,67,0.783,1650,0.763,3,3,6,12793.0,0.129
1408,28,0.512,1589,0.273,2,3,3,5920.0,0.268
8218,88,0.879,1724,0.913,3,3,2,4960.0,0.348
1424,29,1.107,1880,1.417,2,3,4,4458.0,0.422
1999,44,0.685,0,0.571,2,3,5,13080.0,0.0
13324,110,0.738,0,0.594,3,2,1,3599.0,0.0
2073,43,0.736,1446,0.654,2,4,3,20803.0,0.07
2560,42,1.689,1186,1.211,1,0,5,10408.0,0.114
3676,67,0.719,1364,0.558,3,4,5,7558.0,0.18
2140,40,0.376,0,0.429,4,3,1,2295.0,0.0
13988,124,0.643,1549,0.771,2,4,3,8416.0,0.184
4611,73,0.853,1765,0.698,3,2,6,3068.0,0.575
4496,83,0.793,0,0.66,2,4,4,1546.0,0.0
1569,39,0.779,2006,0.773,3,4,6,5660.0,0.354
4253,66,0.898,933,0.737,3,4,4,2934.0,0.318
1338,28,0.7,0,0.867,3,4,4,1438.3,0.0
2342,51,0.766,925,1.318,3,2,5,13206.0,0.07
4704,79,0.667,630,0.756,3,1,2,1438.3,0.438
4624,87,0.687,1342,0.706,3,3,3,2245.0,0.598
1255,30,0.534,2118,0.304,2,2,4,11281.0,0.188
4629,69,0.974,860,0.725,1,1,6,10879.0,0.079
3577,82,0.875,1695,0.783,2,4,3,10227.0,0.166
4007,75,0.82,1640,0.705,3,3,3,2778.0,0.59
3015,65,0.727,1075,0.477,2,4,6,34516.0,0.031
4923,89,0.844,0,0.648,2,1,6,3553.0,0.0
4642,78,0.549,1210,0.696,1,1,4,2596.0,0.466
2684,39,0.721,2517,0.56,2,3,4,3489.0,0.721
15176,126,0.606,1244,0.8,2,3,3,34516.0,0.036
1707,38,0.539,0,1.111,3,3,2,1438.3,0.0
6644,61,0.654,0,0.694,3,2,2,4620.0,0.0
7520,79,0.718,1991,0.681,5,2,2,34516.0,0.058
1489,32,0.591,838,0.455,3,2,6,4969.0,0.169
4706,84,1.061,2517,0.647,5,1,4,3054.0,0.824
13360,97,0.725,1528,0.796,3,1,1,25428.0,0.06
4228,70,0.654,2120,0.75,2,2,3,5937.0,0.357
3491,64,0.687,880,0.455,2,3,5,34516.0,0.025
1784,35,1.205,1390,0.944,2,3,5,6880.0,0.202
4253,72,0.904,0,0.895,3,2,5,4417.0,0.0
3162,64,0.717,0,0.73,2,4,5,7457.0,0.0
2180,31,0.719,2517,0.409,3,3,3,2900.0,0.868
5446,75,1.024,979,0.974,3,3,5,1971.0,0.497
3756,73,0.884,1220,0.78,3,4,3,22380.0,0.055
2000,32,0.561,2517,0.28,3,3,6,5848.0,0.43
2427,52,0.69,2517,0.625,2,3,4,8318.0,0.303
4643,86,0.835,1343,0.686,3,1,6,2035.0,0.66
4172,66,0.553,468,0.784,3,2,3,3034.0,0.154
4159,69,0.571,2487,0.683,3,3,6,2712.0,0.917
1468,23,0.703,1823,0.353,1,2,6,2536.0,0.719
2851,49,0.902,0,0.75,4,3,2,1852.0,0.0
2100,38,0.608,1230,0.407,2,3,6,34516.0,0.036
3691,77,0.562,0,0.51,1,2,5,1438.3,0.0
8186,85,0.759,2517,0.635,3,3,2,34516.0,0.073
4860,68,0.826,621,0.7,2,1,3,1446.0,0.429
4901,88,0.793,2517,0.913,1,1,4,3327.0,0.757
16236,94,0.795,1135,0.808,3,5,2,3657.0,0.31
4220,68,0.654,0,0.889,2,1,4,1738.0,0.0
2026,49,0.371,2130,0.441,1,4,4,3823.0,0.557
2428,43,0.561,0,0.593,1,2,3,1695.0,0.0
3964,77,0.633,929,0.75,1,1,4,3649.0,0.255
1422,26,0.539,1566,0.529,1,2,5,12240.0,0.128
13971,116,0.82,1666,0.812,2,1,1,34516.0,0.048
1964,44,0.76,1149,0.467,2,2,5,10062.0,0.114
3840,72,0.509,1352,0.565,2,1,5,2535.0,0.533
4273,87,0.894,0,0.977,2,2,6,18819.0,0.0
1484,34,0.658,1082,0.545,3,3,6,10230.0,0.106
3946,73,0.719,0,0.825,5,0,5,3085.0,0.0
5010,88,0.846,0,0.725,3,1,5,17827.0,0.0
1537,41,0.919,0,1.05,3,3,6,27310.0,0.0
2179,50,0.544,920,1.273,3,2,2,4708.0,0.195
4714,93,0.786,1736,0.788,3,3,6,2626.0,0.661
3718,75,0.778,1549,0.596,2,3,5,1963.0,0.789
4383,75,1.049,805,0.875,2,4,5,2082.0,0.387
3830,77,0.809,2517,0.51,6,2,4,2952.0,0.853
4190,87,0.574,1624,0.706,2,3,3,23665.0,0.069
14515,122,0.535,766,0.848,1,3,4,3660.0,0.209
1820,42,1.423,1434,0.826,1,2,5,5561.0,0.258
13940,105,0.609,1529,0.81,2,2,4,34516.0,0.044
3323,65,0.886,0,1.097,2,2,4,2431.0,0.0
15513,127,0.714,2262,0.649,3,1,1,15987.0,0.141
1657,43,0.559,0,0.654,3,2,1,8017.0,0.0
2160,54,0.905,0,0.929,2,3,5,4784.0,0.0
3628,59,0.775,1597,0.903,2,0,5,16034.0,0.1
8135,97,0.727,1823,0.702,3,3,1,11529.0,0.158
8226,97,0.723,890,0.644,1,2,2,4705.0,0.189
3485,84,0.649,1148,0.615,1,4,3,6904.0,0.166
7632,95,0.617,1839,0.532,3,3,2,6680.0,0.275
4800,70,0.889,0,0.795,1,1,3,1637.0,0.0
3297,66,0.846,881,0.692,1,3,5,3653.0,0.241
12956,97,0.905,2210,0.796,3,1,2,6146.0,0.36
5347,96,0.829,1427,0.524,1,4,3,8729.0,0.163
3927,82,0.668,569,0.577,3,3,5,6347.0,0.09
4693,82,0.853,0,0.608,1,4,3,4182.0,0.0
2325,45,0.613,0,0.552,3,3,6,9248.0,0.0
1640,37,1.081,786,0.762,1,2,6,3017.0,0.261
4147,76,0.357,1453,0.949,3,2,3,34516.0,0.042
4755,81,0.974,1084,0.761,3,2,4,2193.0,0.494
1454,30,0.324,1126,0.25,1,1,6,2513.0,0.448
2031,49,0.477,2096,0.633,3,2,6,17884.0,0.117
4175,65,0.547,1052,0.667,1,3,6,1816.0,0.579
2077,61,0.349,1293,0.694,2,2,4,1843.0,0.702
4927,70,0.665,794,0.944,3,2,4,8169.0,0.097
1693,27,0.596,1965,0.688,2,2,6,2300.0,0.854
5108,87,0.749,0,0.74,3,1,3,2296.0,0.0
1563,36,0.427,2389,0.44,2,2,1,10195.0,0.234
4697,83,0.88,866,0.844,2,2,5,1909.0,0.454
1719,27,2.357,2020,1.7,2,2,3,2548.0,0.793
2519,35,0.722,0,0.522,3,6,4,2471.0,0.0
3829,55,0.572,1095,0.964,1,4,6,5544.0,0.198
4815,84,0.568,0,0.787,2,3,6,1438.3,0.0
1131,18,0.649,2327,0.636,2,3,6,9036.0,0.258
1563,40,0.739,1399,1.222,2,2,4,2458.0,0.569
3880,68,0.734,2404,0.478,1,2,4,18096.0,0.133
4613,85,0.785,2517,0.932,2,3,3,3302.0,0.762
1270,27,0.794,1915,0.588,1,0,6,2215.0,0.865
3839,73,0.808,0,0.78,2,1,6,11191.0,0.0
1582,25,0.827,1560,0.786,3,0,6,7819.0,0.2
8883,83,0.797,0,0.729,2,3,2,5905.0,0.0
1570,29,1.19,680,0.611,2,2,5,2436.0,0.279
4198,68,0.669,2026,0.619,1,0,5,2618.0,0.774
1836,48,0.581,2399,0.655,3,3,3,3103.0,0.773
9406,106,0.947,0,0.767,3,3,2,13743.0,0.0
1872,52,0.436,1954,0.486,3,4,3,34516.0,0.057
5616,73,0.758,1908,0.659,1,2,1,3040.0,0.628
4918,79,0.383,0,0.549,4,1,4,11486.0,0.0
8395,62,0.535,0,0.722,3,3,4,5281.0,0.0
2514,64,0.586,1567,0.455,3,4,4,2665.0,0.588
4095,65,0.769,0,0.912,1,2,6,2222.0,0.0
4232,75,0.62,1688,0.5,3,3,4,2074.0,0.814
4752,88,0.844,665,0.66,1,1,6,1837.0,0.362
4488,73,0.669,1741,0.825,1,2,6,2826.0,0.616
13781,102,0.88,2070,0.545,4,3,3,34516.0,0.06
1828,45,0.404,1159,0.5,3,2,3,13382.0,0.087
4635,82,0.728,0,0.64,2,2,4,2558.0,0.0
3822,50,0.833,786,1.083,1,4,3,4941.0,0.159
3921,63,0.949,1853,0.853,3,1,6,2960.0,0.626
3680,81,1.087,1081,0.723,2,3,5,17706.0,0.061
16237,128,0.765,1523,0.753,2,2,3,11280.0,0.135
5524,67,1.054,0,0.718,3,3,2,28605.0,0.0
7642,89,0.76,1435,0.648,3,3,2,16592.0,0.086
16736,99,0.68,1200,0.8,3,3,4,16565.0,0.072
2844,73,0.576,1251,0.622,2,2,3,2858.0,0.438
3534,78,0.882,0,0.902,3,2,4,13349.0,0.0
4487,71,0.699,1991,0.543,3,4,5,15704.0,0.127
5109,78,0.58,2183,0.733,2,4,5,3140.0,0.695
1665,45,0.907,1832,0.8,3,2,5,20371.0,0.09
4024,92,0.554,2140,0.614,1,3,2,7932.0,0.27
2278,77,0.913,1608,1.139,2,2,3,28410.0,0.057
1502,31,0.816,1710,0.824,2,2,4,20756.0,0.082
13999,119,0.645,1687,0.725,1,1,2,3472.0,0.486
4915,92,0.606,2034,0.84,3,4,3,2709.0,0.751
4505,85,0.772,1144,1.179,1,1,2,2304.0,0.497
1540,32,0.469,2351,0.185,3,2,6,2994.0,0.785
4503,67,0.624,1686,0.811,2,4,5,2594.0,0.65
2546,40,1.062,495,0.333,2,3,6,1438.3,0.344
2945,69,1.145,1381,0.408,3,2,3,2172.0,0.636
1939,36,0.663,2055,0.636,1,2,5,3172.0,0.648
5047,79,0.638,0,0.837,3,3,2,1439.0,0.0
4465,82,0.744,2453,0.952,1,2,3,3147.0,0.779
5192,75,0.687,736,0.562,4,1,3,7106.0,0.104
15095,102,0.838,0,0.759,1,4,3,34516.0,0.0
3635,62,0.606,2517,0.824,3,2,3,2872.0,0.876
1191,37,0.791,0,1.176,2,0,4,22718.0,0.0
15058,109,0.649,1372,0.912,2,1,2,15987.0,0.086
12980,82,0.749,2000,0.64,3,3,2,15698.0,0.127
13173,96,1.022,1742,0.846,3,3,1,15795.0,0.11
4456,85,0.78,0,0.635,2,2,6,9033.0,0.0
5379,92,1.044,2251,0.643,2,3,4,3331.0,0.676
4050,72,0.625,509,0.5,3,2,4,9595.0,0.053
2692,29,0.935,326,0.526,3,5,6,2936.0,0.111
4787,60,0.882,1853,0.714,3,2,6,17285.0,0.107
2396,49,0.686,2480,0.531,2,2,5,2700.0,0.919
14187,103,0.693,1651,0.873,3,3,2,2985.0,0.553
4404,77,0.708,1479,0.75,2,2,1,2143.0,0.69
15709,93,0.809,2272,0.722,3,2,5,4404.0,0.516
4673,59,0.875,0,0.735,2,2,5,1443.0,0.0
2198,42,0.331,0,0.355,2,3,1,34516.0,0.0
14160,124,0.674,0,0.771,1,2,2,34516.0,0.0
4705,77,0.81,2196,1.2,1,2,3,3119.0,0.704
3739,55,0.957,1687,0.618,1,2,4,4743.0,0.356
8526,93,0.8,2517,0.661,2,2,1,11128.0,0.226
15372,97,0.804,1893,0.796,1,3,5,12932.0,0.146
2073,44,0.626,0,0.833,3,2,1,1656.0,0.0
3948,84,0.587,0,0.68,1,2,1,1438.3,0.0
4289,71,0.935,1244,0.868,2,3,5,2368.0,0.525
1901,33,1.075,1917,0.833,3,3,6,13276.0,0.144
3740,55,0.861,2258,0.833,3,0,6,4562.0,0.495
4816,79,0.831,1911,0.881,1,3,6,2652.0,0.721
15367,123,0.591,1230,0.685,3,1,1,9199.0,0.134
4532,78,0.809,1055,0.472,5,1,3,1438.3,0.734
3807,82,0.625,1384,0.864,3,3,5,34516.0,0.04
3569,62,0.946,0,0.771,3,2,3,2517.0,0.0
4190,71,1.092,1644,0.732,3,3,5,2634.0,0.624
5069,81,0.965,1820,1.025,2,3,6,3185.0,0.571
3749,77,0.71,0,0.604,3,4,4,1438.3,0.0
13722,124,0.687,1357,0.746,3,3,3,34516.0,0.039
4452,65,0.882,1456,0.512,1,3,6,7951.0,0.183
2591,59,0.831,1983,0.903,3,3,5,2657.0,0.746
4527,83,0.806,1556,0.93,3,3,5,8185.0,0.19
7925,90,0.724,2031,0.5,2,3,2,7244.0,0.28
4596,78,0.763,0,0.5,1,2,4,5351.0,0.0
1954,42,0.809,1145,1.333,4,2,4,1737.0,0.659
2520,51,0.777,1670,0.545,2,2,5,2212.0,0.755
4557,94,0.816,0,0.843,1,1,6,2695.0,0.0
4689,69,0.798,2084,0.725,4,4,6,5395.0,0.386
4766,75,0.62,1604,1.083,3,0,2,2672.0,0.6
2237,33,0.907,1586,0.435,1,4,3,10998.0,0.144
4746,73,0.549,699,0.521,2,1,3,14304.0,0.049
7481,96,0.917,2416,0.548,3,2,1,27318.0,0.088
4620,76,0.619,2517,1.171,3,2,2,4150.0,0.607
3908,75,0.616,2410,0.63,3,2,6,5735.0,0.42
4636,91,0.701,2421,0.82,1,1,2,7427.0,0.326
2616,42,0.908,0,0.826,0,2,5,18550.0,0.0
3754,77,0.816,0,0.878,3,3,6,33408.0,0.0
1813,31,0.737,0,0.409,1,3,5,3665.0,0.0
4900,81,0.888,1682,0.8,3,1,6,5190.0,0.324
4418,80,0.872,1148,0.818,3,2,3,2372.0,0.484
14018,128,0.748,1871,0.778,3,2,3,12510.0,0.15
1447,39,0.515,1117,0.696,2,2,3,9956.0,0.112
1717,50,1.018,2351,0.667,3,4,5,6469.0,0.363
4302,63,0.757,1083,0.5,3,1,2,25645.0,0.042
1930,41,0.354,0,0.519,4,3,3,1694.0,0.0
4606,79,0.948,0,0.795,5,2,5,4255.0,0.0
854,22,0.986,800,0.375,1,3,5,7151.0,0.112
4815,83,0.846,618,1.024,3,1,3,1621.0,0.381
2822,73,0.732,1572,0.659,3,4,5,5257.0,0.299
3542,57,0.598,0,1.111,1,1,3,4365.0,0.0
4929,54,1.043,0,0.459,3,4,2,2673.0,0.0
1196,28,1.024,350,0.333,3,4,2,9457.0,0.037
3993,73,0.589,0,0.659,5,2,3,15412.0,0.0
4548,64,0.921,0,0.641,1,1,5,2197.0,0.0
3006,83,0.894,0,0.93,3,3,4,7200.0,0.0
7480,84,0.604,887,0.787,2,1,2,2396.0,0.37
4601,65,0.612,770,0.757,1,3,1,12287.0,0.063
4150,69,1.13,2154,0.865,1,2,3,2271.0,0.948
1799,28,0.323,0,0.167,2,2,3,1836.0,0.0
4647,81,0.908,2199,0.884,2,3,5,4187.0,0.525
7341,71,0.674,550,0.732,3,3,1,34516.0,0.016
3213,52,1.675,1833,1.476,2,2,3,9551.0,0.192
4784,69,0.765,1494,0.605,1,3,6,2157.0,0.693
3197,70,0.484,1008,0.707,1,1,6,4748.0,0.212
2467,54,1.027,1472,0.8,2,3,6,2801.0,0.526
1646,42,0.5,758,0.75,2,3,4,13882.0,0.055
3421,61,0.835,2058,1.033,1,4,4,4328.0,0.476
4928,77,0.784,1229,0.638,2,2,2,2226.0,0.552
1577,35,1.12,1393,0.522,2,0,4,2997.0,0.465
1754,45,0.75,1799,0.5,3,3,6,10320.0,0.174
4129,68,0.824,0,0.744,2,3,3,1606.0,0.0
1409,49,0.685,2517,0.75,1,4,6,3478.0,0.724
3140,74,0.772,2462,0.721,3,0,4,3174.0,0.776
4874,79,0.691,894,0.837,3,3,2,1754.0,0.51
4449,81,0.716,0,0.723,3,4,4,15578.0,0.0
1334,32,1.049,2117,0.6,1,3,3,2555.0,0.829
4082,82,0.808,0,0.822,4,3,6,1438.3,0.0
4871,75,1.122,2290,1.027,1,3,1,10417.0,0.22
1720,40,0.32,0,0.379,2,3,3,4365.0,0.0
4864,48,0.964,0,0.548,3,2,1,34516.0,0.0
4099,73,0.695,2380,0.659,3,5,4,2419.0,0.984
1925,40,0.758,1613,0.667,1,4,6,5024.0,0.321
2463,38,0.815,2517,0.407,2,3,2,3881.0,0.649
1233,29,0.701,1692,0.611,3,2,6,7319.0,0.231
1749,37,1.178,1814,2.083,3,0,6,23218.0,0.078
4591,85,0.945,1216,0.735,4,3,5,1884.0,0.645
2338,41,1.204,1322,0.952,3,4,5,5605.0,0.236
1715,39,0.624,2379,0.5,3,2,3,6338.0,0.375
3526,53,0.434,0,0.828,3,6,2,34516.0,0.0
13513,115,0.8,1144,0.597,1,2,2,5282.0,0.217
14901,92,0.935,1002,0.673,2,1,2,29394.0,0.034
3088,65,0.679,851,0.711,1,2,3,6519.0,0.131
3900,62,0.789,1500,0.938,3,1,6,4377.0,0.343
1505,33,0.643,1885,0.32,2,5,6,5446.0,0.346
2423,74,0.806,1278,0.609,3,3,4,7766.0,0.165
853,12,0.803,781,0.091,1,3,1,34516.0,0.023
4166,71,0.677,788,0.868,3,3,3,1513.0,0.521
2494,39,0.746,2517,0.345,3,2,6,3468.0,0.726
3769,78,0.612,2446,0.95,3,2,3,2973.0,0.823
1376,44,0.438,2155,0.571,3,3,3,3156.0,0.683
4548,76,0.855,0,0.652,3,3,3,1606.0,0.0
4451,70,1.222,989,0.429,2,2,5,6081.0,0.163
4058,83,0.651,2107,0.766,3,2,6,2570.0,0.82
2540,62,1.182,1518,0.771,1,4,3,5550.0,0.274
4937,75,0.843,1539,0.974,1,2,1,2210.0,0.696
4109,61,0.62,0,0.743,4,1,3,2505.0,0.0
4763,86,1.123,2323,0.593,1,4,4,3272.0,0.71
2834,77,0.622,1515,0.638,2,3,3,23447.0,0.065
4686,64,1.351,1782,0.561,3,3,3,2900.0,0.614
1804,32,0.946,933,0.6,2,4,6,34516.0,0.027
7721,75,0.841,796,0.667,1,2,2,34516.0,0.023
3942,65,0.852,2251,0.625,1,2,5,2514.0,0.895
1060,32,0.84,2517,0.333,1,1,4,21065.0,0.119
16101,127,0.69,1690,0.608,2,1,2,15594.0,0.108
15473,128,0.917,618,0.684,3,2,1,17575.0,0.035
7990,89,0.738,1594,0.534,4,2,3,3749.0,0.425
4712,76,0.61,1856,0.81,1,1,6,4847.0,0.383
4073,79,0.766,0,0.881,3,2,6,19629.0,0.0
1256,29,0.759,1034,0.706,3,2,5,3233.0,0.32
2739,56,1.281,2095,0.75,3,1,5,3156.0,0.664
3696,82,0.539,1204,0.822,1,3,2,2360.0,0.51
1922,48,1.519,1112,0.655,1,0,6,5738.0,0.194
2720,48,1.248,2354,1.182,3,3,6,3107.0,0.758
14932,110,0.617,1585,0.803,2,3,2,9178.0,0.173
8100,77,0.747,0,0.833,3,4,6,22718.0,0.0
4409,75,0.532,1396,0.531,3,2,3,7075.0,0.197
2036,44,0.958,915,0.692,3,2,3,6425.0,0.142
1414,35,0.664,2517,0.25,2,0,4,19763.0,0.127
1551,32,0.361,1392,0.6,3,3,3,6035.0,0.231
8078,62,0.873,0,0.722,3,3,3,7428.0,0.0
5200,81,0.862,1664,0.929,2,2,1,3356.0,0.496
2856,39,0.806,737,0.5,2,4,5,1438.3,0.512
1326,31,0.627,2505,0.824,2,2,6,13399.0,0.187
1362,26,1.645,1148,1.0,3,2,5,6978.0,0.165
4919,83,0.76,0,0.627,1,3,5,1438.3,0.0
3124,66,0.695,1177,0.784,2,2,6,1640.0,0.718
2412,38,0.703,0,0.52,1,3,4,5549.0,0.0
